// select treasure_Type, weenie_Class_Id, palette_Id, shade, stack_Size, probability from treasure_wielded order by treasure_Type;
84,343,0,0,10,0.04
84,315,0,0,6,0.05
84,320,0,0,4,0.02
84,317,0,0,0,0.01
84,310,0,0,4,0.01
85,362,0,0,0,0.4
85,353,0,0,0,0.1
85,348,0,0,0,0.2
85,340,0,0,0,0.1
85,339,0,0,0,0.1
85,308,0,0,0,0.1
92,43,0,0,0,1
92,353,0,0,0,1
92,2016,0,0,0,1
93,2197,0,0,0,1
93,2017,0,0,0,1
98,1421,0,0,0,1
99,1422,0,0,0,1
100,1423,0,0,0,1
101,1424,0,0,0,1
102,1425,0,0,0,1
103,1426,0,0,0,1
104,2132,0,0,0,0.15
104,5492,0,0,0,0.15
104,5493,0,0,0,0.14
104,2136,0,0,0,0.14
104,1572,0,0,0,0.14
104,2140,0,0,0,0.14
104,2141,0,0,0,0.14
105,23747,0,0,1,0.9
105,23741,0,0,0,0.2
105,23741,0,0,0,0.4
105,23741,0,0,0,0.3
107,23747,0,0,1,1
107,23741,0,0,0,0.4
107,23759,0,0,0,0.2
107,23755,0,0,0,0.2
107,23767,0,0,0,0.2
109,23747,0,0,1,0.75
109,23741,0,0,0,0.15
109,23751,0,0,0,0.2
109,23755,0,0,0,0.2
109,23767,0,0,0,0.2
110,23741,0,0,0,0.4
110,23759,0,0,0,0.2
110,23755,0,0,0,0.15
110,23767,0,0,0,0.2
112,23747,0,0,1,0.9
112,23741,0,0,0,0.2
112,23759,0,0,0,0.4
112,23755,0,0,0,0.3
114,1446,0,0,1,0.12
114,1452,0,0,1,0.12
114,1445,0,0,1,0.12
114,1448,0,0,1,0.12
114,1447,0,0,1,0.12
114,1449,0,0,1,0.12
114,1450,0,0,1,0.14
114,1451,0,0,1,0.14
117,3943,0,0,0,0.45
117,3944,0,0,0,0.05
117,3945,0,0,0,0.05
117,3947,0,0,0,0.1
117,3946,0,0,0,0.05
117,310,0,0,10,0.3
118,3943,0,0,0,0.2
118,3944,0,0,0,0.1
118,3945,0,0,0,0.1
118,3947,0,0,0,0.1
118,3948,0,0,0,0.2
118,3946,0,0,0,0.1
118,310,0,0,10,0.2
119,3943,0,0,0,0.45
119,3944,0,0,0,0.05
119,3945,0,0,0,0.05
119,3947,0,0,0,0.1
119,3946,0,0,0,0.05
119,310,0,0,10,0.3
120,3943,0,0,0,0.2
120,3944,0,0,0,0.1
120,3945,0,0,0,0.1
120,3947,0,0,0,0.1
120,3948,0,0,0,0.2
120,3946,0,0,0,0.1
120,310,0,0,10,0.2
121,308,0,0,0,0.15
121,339,0,0,0,0.12
121,340,0,0,0,0.12
121,348,0,0,0,0.25
121,353,0,0,0,0.11
121,316,0,0,10,0.05
121,343,0,0,10,0.05
121,315,0,0,6,0.05
121,320,0,0,4,0.02
121,317,0,0,0,0.1
122,1267,0,0,0,1
124,308,0,0,0,0.1
124,339,0,0,0,0.1
124,340,0,0,0,0.1
124,348,0,0,0,0.2
124,353,0,0,0,0.1
124,362,0,0,0,0.4
124,320,0,0,4,0.05
124,317,0,0,0,0.05
125,1264,0,0,0,1
128,308,0,0,0,0.12
128,328,0,0,0,0.25
128,348,0,0,0,0.13
128,316,0,0,10,0.05
128,343,0,0,10,0.05
128,315,0,0,6,0.05
128,317,0,0,0,0.1
129,308,0,0,0,0.12
129,328,0,0,0,0.25
129,348,0,0,0,0.13
129,316,0,0,10,0.05
129,343,0,0,10,0.05
129,315,0,0,6,0.05
129,317,0,0,0,0.1
130,1266,0,0,0,1
131,1446,0,0,1,0.12
131,1452,0,0,1,0.12
131,1445,0,0,1,0.12
131,1448,0,0,1,0.12
131,1447,0,0,1,0.12
131,1449,0,0,1,0.12
131,1450,0,0,1,0.14
131,1451,0,0,1,0.14
133,1439,0,0,0,1
135,1435,0,0,0,1
136,308,0,0,0,0.15
136,339,0,0,0,0.12
136,340,0,0,0,0.12
136,348,0,0,0,0.25
136,353,0,0,0,0.11
136,316,0,0,10,0.05
136,343,0,0,10,0.05
136,315,0,0,6,0.05
136,320,0,0,4,0.02
136,317,0,0,0,0.1
137,1263,0,0,0,1
139,308,0,0,0,0.1
139,339,0,0,0,0.1
139,340,0,0,0,0.1
139,348,0,0,0,0.2
139,353,0,0,0,0.1
139,362,0,0,0,0.4
139,320,0,0,4,0.05
139,317,0,0,0,0.05
141,273,0,0,500,1
141,2189,0,0,0,1
152,5088,0,0,1,0.16
152,5089,0,0,1,0.16
152,5090,0,0,1,0.16
153,273,0,0,5,0.2
158,1250,0,0,0,1
160,5088,0,0,1,0.16
160,5089,0,0,1,0.16
160,5090,0,0,1,0.16
163,1278,0,0,0,1
165,23734,0,0,0,0.8
165,15429,0,0,14,1
165,23674,0,0,0,0.1
165,23684,0,0,0,1
165,23680,0,0,0,0.1
165,23684,0,0,0,1
165,23637,0,0,0,0.1
165,23684,0,0,0,1
165,23696,0,0,0,0.1
165,23684,0,0,0,1
165,23700,0,0,0,0.1
165,23684,0,0,0,1
165,23730,0,0,0,0.5
165,23684,0,0,0,1
167,23733,0,0,0,0.8
167,15429,0,0,14,1
167,23673,0,0,0,0.1
167,23683,0,0,0,1
167,23679,0,0,0,0.1
167,23683,0,0,0,1
167,23636,0,0,0,0.1
167,23683,0,0,0,1
167,23695,0,0,0,0.1
167,23683,0,0,0,1
167,23699,0,0,0,0.1
167,23683,0,0,0,1
167,23729,0,0,0,0.5
167,23683,0,0,0,1
168,23735,0,0,0,0.6
168,300,0,0,14,1
168,23675,0,0,0,0.1
168,23681,0,0,0,0.1
168,23638,0,0,0,0.1
168,23697,0,0,0,0.1
168,23701,0,0,0,0.1
168,23731,0,0,0,0.5
168,23685,0,0,0,0.7
169,320,0,0,5,0.6
169,317,0,0,4,0.4
169,308,0,0,0,0.25
169,348,0,0,0,0.5
169,362,0,0,0,0.5
169,92,0,0,0,0.3
169,91,0,0,0,0.2
169,94,0,0,0,0.2
170,316,0,0,10,0.05
170,343,0,0,10,0.05
170,315,0,0,10,0.08
170,320,0,0,5,0.08
170,317,0,0,0,0.08
170,304,0,0,6,0.08
170,310,0,0,4,0.08
170,360,0,0,0,0.08
170,300,0,0,20,1
170,307,0,0,0,0.09
170,300,0,0,17,1
170,341,0,0,0,0.08
170,300,0,0,20,1
170,312,0,0,0,0.2
170,305,0,0,16,1
170,308,0,0,0,0.05
170,309,0,0,0,0.05
170,313,0,0,0,0.05
170,314,0,0,0,0.05
170,303,0,0,0,0.05
170,319,0,0,0,0.02
170,321,0,0,0,0.05
170,325,0,0,0,0.05
170,326,0,0,0,0.05
170,328,0,0,0,0.05
170,329,0,0,0,0.03
170,331,0,0,0,0.05
170,352,0,0,0,0.05
170,342,0,0,0,0.05
170,345,0,0,0,0.05
170,348,0,0,0,0.05
170,356,0,0,0,0.05
170,357,0,0,0,0.05
170,361,0,0,0,0.05
170,362,0,0,0,0.05
175,23735,0,0,0,0.2
175,1437,0,0,14,1
175,23735,0,0,0,0.2
175,300,0,0,14,1
175,23675,0,0,0,0.1
175,23685,0,0,0,1
175,23681,0,0,0,0.1
175,23685,0,0,0,1
175,23638,0,0,0,0.1
175,23685,0,0,0,1
175,23701,0,0,0,0.35
175,23685,0,0,0,1
175,23719,0,0,0,0.35
175,23685,0,0,0,1
178,23734,0,0,0,0.2
178,15435,0,0,14,1
178,23734,0,0,0,0.2
178,15429,0,0,14,1
178,23674,0,0,0,0.1
178,23684,0,0,0,1
178,23680,0,0,0,0.1
178,23684,0,0,0,1
178,23637,0,0,0,0.1
178,23684,0,0,0,1
178,23700,0,0,0,0.35
178,23684,0,0,0,1
178,23707,0,0,0,0.35
178,23684,0,0,0,1
185,304,0,0,6,0.1
185,334,0,0,0,0.1
185,300,0,0,20,1
185,306,0,0,0,0.1
185,300,0,0,20,1
185,363,0,0,0,0.1
185,300,0,0,14,1
185,311,0,0,0,0.6
185,305,0,0,15,1
185,301,0,0,0,0.14
185,350,0,0,0,0.07
185,324,0,0,0,0.06
185,327,0,0,0,0.06
185,351,0,0,0,0.06
185,332,0,0,0,0.1
185,339,0,0,0,0.06
185,340,0,0,0,0.06
185,336,0,0,0,0.13
185,344,0,0,0,0.13
185,353,0,0,0,0.06
185,354,0,0,0,0.06
185,92,0,0,0,0.3
185,91,0,0,0,0.2
185,94,0,0,0,0.2
186,316,0,0,10,0.05
186,343,0,0,10,0.05
186,315,0,0,10,0.08
186,320,0,0,5,0.08
186,317,0,0,4,0.08
186,310,0,0,4,0.08
186,304,0,0,6,0.08
186,360,0,0,0,0.08
186,300,0,0,20,1
186,307,0,0,0,0.09
186,300,0,0,17,1
186,341,0,0,0,0.08
186,300,0,0,20,1
186,312,0,0,0,0.2
186,305,0,0,16,1
186,308,0,0,0,0.05
186,309,0,0,0,0.05
186,313,0,0,0,0.05
186,314,0,0,0,0.05
186,303,0,0,0,0.05
186,319,0,0,0,0.02
186,321,0,0,0,0.05
186,325,0,0,0,0.05
186,326,0,0,0,0.05
186,328,0,0,0,0.05
186,329,0,0,0,0.03
186,331,0,0,0,0.05
186,352,0,0,0,0.05
186,342,0,0,0,0.05
186,345,0,0,0,0.05
186,348,0,0,0,0.05
186,356,0,0,0,0.05
186,357,0,0,0,0.05
186,361,0,0,0,0.05
186,362,0,0,0,0.05
186,44,0,0,0,0.2
186,91,0,0,0,0.1
186,93,0,0,0,0.1
187,4902,0,0,0,0.1
187,4903,0,0,0,0.45
187,4901,0,0,0,0.45
189,301,0,0,0,0.09
189,350,0,0,0,0.04
189,324,0,0,0,0.04
189,327,0,0,0,0.04
189,351,0,0,0,0.04
189,332,0,0,0,0.06
189,339,0,0,0,0.04
189,340,0,0,0,0.04
189,336,0,0,0,0.08
189,344,0,0,0,0.08
189,353,0,0,0,0.05
189,354,0,0,0,0.05
189,304,0,0,6,0.06
189,334,0,0,0,0.06
189,300,0,0,16,1
189,306,0,0,0,0.06
189,300,0,0,20,1
189,363,0,0,0,0.06
189,300,0,0,20,1
189,311,0,0,0,0.11
189,305,0,0,16,1
189,92,0,0,0,0.3
189,91,0,0,0,0.2
189,94,0,0,0,0.2
192,304,0,0,6,0.1
192,334,0,0,0,0.1
192,300,0,0,20,1
192,306,0,0,0,0.1
192,300,0,0,20,1
192,363,0,0,0,0.1
192,300,0,0,14,1
192,311,0,0,0,0.6
192,305,0,0,15,1
192,301,0,0,0,0.14
192,350,0,0,0,0.07
192,324,0,0,0,0.06
192,327,0,0,0,0.06
192,351,0,0,0,0.06
192,332,0,0,0,0.1
192,339,0,0,0,0.06
192,340,0,0,0,0.06
192,336,0,0,0,0.13
192,344,0,0,0,0.13
192,353,0,0,0,0.06
192,354,0,0,0,0.06
192,44,0,0,0,0.2
192,91,0,0,0,0.1
192,93,0,0,0,0.1
194,273,0,0,400,1
194,46,0,0,0,0.8
194,1361,0,0,0,1
195,23735,0,0,0,0.2
195,300,0,0,20,1
195,23666,0,0,0,0.4
195,305,0,0,20,1
195,23675,0,0,0,0.14
195,23638,0,0,0,0.07
195,23681,0,0,0,0.06
195,23701,0,0,0,0.06
195,23697,0,0,0,0.06
195,23685,0,0,0,0.75
196,23735,0,0,0,0.5
196,300,0,0,20,1
196,23666,0,0,0,0.5
196,305,0,0,15,1
198,23733,0,0,0,0.125
198,15431,0,0,20,1
198,23733,0,0,0,0.125
198,15429,0,0,17,1
198,23664,0,0,0,0.125
198,15438,0,0,20,1
198,23664,0,0,0,0.125
198,15440,0,0,16,1
198,23733,0,0,0,0.125
198,15433,0,0,20,1
198,23733,0,0,0,0.125
198,15432,0,0,17,1
198,23664,0,0,0,0.125
198,15442,0,0,20,1
198,23664,0,0,0,0.125
198,15441,0,0,16,1
199,23733,0,0,0,0.06
199,15431,0,0,20,1
199,23733,0,0,0,0.06
199,15429,0,0,17,1
199,23664,0,0,0,0.06
199,15438,0,0,20,1
199,23664,0,0,0,0.06
199,15440,0,0,16,1
199,23733,0,0,0,0.06
199,15433,0,0,20,1
199,23733,0,0,0,0.06
199,15432,0,0,17,1
199,23664,0,0,0,0.06
199,15442,0,0,20,1
199,23664,0,0,0,0.06
199,15441,0,0,16,1
199,23673,0,0,0,0.12
199,23636,0,0,0,0.12
199,23679,0,0,0,0.12
199,23699,0,0,0,0.12
199,23695,0,0,0,0.12
199,23717,0,0,0,0.12
199,23709,0,0,0,0.12
199,23706,0,0,0,0.12
199,23683,0,0,0,0.75
202,23734,0,0,0,0.25
202,15431,0,0,20,1
202,23734,0,0,0,0.25
202,15429,0,0,17,1
202,23665,0,0,0,0.25
202,15438,0,0,20,1
202,23665,0,0,0,0.25
202,15440,0,0,16,1
203,23734,0,0,0,0.2
203,15429,0,0,20,1
203,23665,0,0,0,0.4
203,15438,0,0,20,1
203,23674,0,0,0,0.12
203,23637,0,0,0,0.12
203,23680,0,0,0,0.12
203,23700,0,0,0,0.12
203,23696,0,0,0,0.12
203,23718,0,0,0,0.12
203,23710,0,0,0,0.12
203,23707,0,0,0,0.12
203,23684,0,0,0,0.75
205,273,0,0,250,1
205,2201,0,0,0,1
206,273,0,0,250,1
206,2202,0,0,0,1
207,273,0,0,240,1
207,2203,0,0,0,1
208,273,0,0,240,1
208,2204,0,0,0,1
209,273,0,0,240,1
209,2205,0,0,0,1
210,273,0,0,240,1
210,2476,0,0,0,1
211,273,0,0,290,1
211,2207,0,0,0,1
212,273,0,0,240,1
212,2473,0,0,0,1
213,273,0,0,240,1
213,2475,0,0,0,1
214,273,0,0,240,1
214,2474,0,0,0,1
215,304,0,0,6,0.1
215,334,0,0,0,0.1
215,300,0,0,20,1
215,306,0,0,0,0.1
215,300,0,0,20,1
215,363,0,0,0,0.1
215,300,0,0,0,1
215,311,0,0,0,0.6
215,305,0,0,15,1
215,301,0,0,0,0.14
215,350,0,0,0,0.07
215,324,0,0,0,0.06
215,327,0,0,0,0.06
215,351,0,0,0,0.06
215,332,0,0,0,0.1
215,339,0,0,0,0.06
215,340,0,0,0,0.06
215,336,0,0,0,0.13
215,344,0,0,0,0.13
215,353,0,0,0,0.06
215,354,0,0,0,0.06
215,92,0,0,0,0.1
215,91,0,0,0,0.1
215,94,0,0,0,0.2
215,93,0,0,0,0.2
215,95,0,0,0,0.15
216,334,0,0,0,0.25
216,300,0,0,20,1
216,306,0,0,0,0.25
216,300,0,0,18,1
216,363,0,0,0,0.25
216,300,0,0,20,1
216,311,0,0,0,0.25
216,305,0,0,15,1
218,301,0,0,0,0.07
218,350,0,0,0,0.04
218,324,0,0,0,0.03
218,327,0,0,0,0.03
218,351,0,0,0,0.03
218,332,0,0,0,0.05
218,339,0,0,0,0.03
218,340,0,0,0,0.03
218,336,0,0,0,0.07
218,344,0,0,0,0.07
218,353,0,0,0,0.03
218,354,0,0,0,0.03
218,334,0,0,0,0.05
218,300,0,0,15,1
218,306,0,0,0,0.05
218,300,0,0,18,1
218,363,0,0,0,0.05
218,300,0,0,18,1
218,311,0,0,0,0.34
218,305,0,0,15,1
218,92,0,0,0,0.1
218,91,0,0,0,0.1
218,94,0,0,0,0.2
218,93,0,0,0,0.2
218,95,0,0,0,0.15
219,273,0,0,350,1
219,2496,0,0,0,1
220,23676,0,0,0,0.14
220,23639,0,0,0,0.07
220,23682,0,0,0,0.06
220,23702,0,0,0,0.06
220,23698,0,0,0,0.06
220,23686,0,0,0,0.75
222,23736,0,0,0,0.5
222,5304,0,0,20,1
222,23667,0,0,0,0.5
222,5313,0,0,16,1
223,360,0,0,0,0.25
223,300,0,0,20,1
223,307,0,0,0,0.25
223,300,0,0,17,1
223,341,0,0,0,0.25
223,300,0,0,20,1
223,312,0,0,0,0.25
223,305,0,0,16,1
224,316,0,0,10,0.05
224,343,0,0,10,0.05
224,315,0,0,10,0.08
224,320,0,0,5,0.08
224,317,0,0,4,0.08
224,310,0,0,4,0.08
224,304,0,0,6,0.08
224,360,0,0,0,0.08
224,300,0,0,20,1
224,307,0,0,0,0.09
224,300,0,0,17,1
224,341,0,0,0,0.08
224,300,0,0,20,1
224,312,0,0,0,0.2
224,305,0,0,16,1
224,308,0,0,0,0.05
224,309,0,0,0,0.05
224,313,0,0,0,0.05
224,314,0,0,0,0.05
224,303,0,0,0,0.05
224,319,0,0,0,0.02
224,321,0,0,0,0.05
224,325,0,0,0,0.05
224,326,0,0,0,0.05
224,328,0,0,0,0.05
224,329,0,0,0,0.03
224,331,0,0,0,0.05
224,352,0,0,0,0.05
224,342,0,0,0,0.05
224,345,0,0,0,0.05
224,348,0,0,0,0.05
224,356,0,0,0,0.05
224,357,0,0,0,0.05
224,361,0,0,0,0.05
224,362,0,0,0,0.05
224,44,0,0,0,0.2
224,91,0,0,0,0.1
224,93,0,0,0,0.1
225,320,0,0,5,0.05
225,317,0,0,4,0.05
225,360,0,0,0,0.12
225,300,0,0,20,1
225,307,0,0,0,0.12
225,3598,0,0,16,1
225,341,0,0,0,0.12
225,300,0,0,20,1
225,312,0,0,0,0.12
225,305,0,0,10,1
225,334,0,0,0,0.12
225,300,0,0,18,1
225,306,0,0,0,0.12
225,300,0,0,18,1
225,363,0,0,0,0.12
225,300,0,0,20,1
225,311,0,0,0,0.12
225,3605,0,0,12,1
226,320,0,0,5,0.1
226,317,0,0,6,0.1
226,310,0,0,4,0.05
226,304,0,0,6,0.05
226,360,0,0,0,0.05
226,300,0,0,23,1
226,307,0,0,0,0.05
226,300,0,0,25,1
226,341,0,0,0,0.05
226,300,0,0,20,1
226,312,0,0,0,0.16
226,305,0,0,15,1
226,334,0,0,0,0.06
226,300,0,0,20,1
226,306,0,0,0,0.11
226,300,0,0,22,1
226,363,0,0,0,0.06
226,300,0,0,20,1
226,311,0,0,0,0.16
226,305,0,0,15,1
226,301,0,0,0,0.06
226,308,0,0,0,0.06
226,313,0,0,0,0.06
226,324,0,0,0,0.05
226,351,0,0,0,0.05
226,331,0,0,0,0.07
226,336,0,0,0,0.05
226,339,0,0,0,0.1
226,340,0,0,0,0.05
226,344,0,0,0,0.05
226,348,0,0,0,0.07
226,353,0,0,0,0.05
226,356,0,0,0,0.06
226,359,0,0,0,0.1
226,362,0,0,0,0.1
226,92,0,0,0,0.3
226,91,0,0,0,0.2
226,94,0,0,0,0.2
228,316,0,0,10,0.1
228,343,0,0,10,0.05
228,315,0,0,6,0.1
228,320,0,0,4,0.1
228,317,0,0,4,0.1
228,310,0,0,5,0.25
228,304,0,0,5,0.25
229,316,0,0,10,0.1
229,343,0,0,10,0.05
229,315,0,0,6,0.1
229,320,0,0,4,0.1
229,317,0,0,3,0.1
229,310,0,0,5,0.25
229,304,0,0,5,0.25
229,308,0,0,0,0.05
229,7766,0,0,0,0.05
229,313,0,0,0,0.05
229,314,0,0,0,0.05
229,303,0,0,0,0.05
229,319,0,0,0,0.02
229,321,0,0,0,0.05
229,325,0,0,0,0.05
229,326,0,0,0,0.05
229,328,0,0,0,0.05
229,329,0,0,0,0.03
229,331,0,0,0,0.05
229,352,0,0,0,0.05
229,342,0,0,0,0.05
229,345,0,0,0,0.05
229,348,0,0,0,0.05
229,356,0,0,0,0.1
229,361,0,0,0,0.15
229,362,0,0,0,0.05
234,1532,0,0,0,1
237,1517,0,0,0,1
237,1518,0,0,0,1
241,1436,0,0,0,1
247,316,0,0,10,0.05
247,343,0,0,10,0.05
247,315,0,0,10,0.08
247,320,0,0,5,0.08
247,317,0,0,5,0.08
247,310,0,0,4,0.08
247,304,0,0,6,0.08
247,360,0,0,0,0.08
247,300,0,0,20,1
247,307,0,0,0,0.09
247,300,0,0,17,1
247,341,0,0,0,0.08
247,300,0,0,20,1
247,312,0,0,0,0.2
247,305,0,0,16,1
247,308,0,0,0,0.05
247,309,0,0,0,0.05
247,313,0,0,0,0.05
247,314,0,0,0,0.05
247,303,0,0,0,0.05
247,319,0,0,0,0.02
247,321,0,0,0,0.05
247,325,0,0,0,0.05
247,326,0,0,0,0.05
247,328,0,0,0,0.05
247,329,0,0,0,0.03
247,331,0,0,0,0.05
247,352,0,0,0,0.05
247,342,0,0,0,0.05
247,345,0,0,0,0.05
247,348,0,0,0,0.05
247,356,0,0,0,0.05
247,357,0,0,0,0.05
247,361,0,0,0,0.05
247,362,0,0,0,0.05
247,44,0,0,0,0.2
247,91,0,0,0,0.1
247,93,0,0,0,0.1
248,304,0,0,6,0.1
248,334,0,0,0,0.1
248,300,0,0,20,1
248,306,0,0,0,0.1
248,300,0,0,20,1
248,363,0,0,0,0.1
248,300,0,0,14,1
